question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
question_box_57790955230,,you would actually do anything to get attention you are a huge attention whore grow the fuck up the world doesn't fuck revolve around you like really you need the spot light on you all the fucking time and don't even say no i don't stop fucking lying on here saying you haven't sent pick shut the,negative,k. actually i dont like when people stare at me.,positive,@halleanderson,
question_box_57893937886,,if you don't want people to talk about you and call you names then fucking clean up your self and change .,negative,i dont know what i have to change. i dont care what people say about me. i like my style and if u dont then fuck off,negative,@halleanderson,
question_box_58239546334,,"you guns are the biggest fucking docks i've ever seen just leave her alone what the hell did she ever do to you and since when do you have the right to tell her what to wear, if its that big of a problem just ignore it!",negative,thanks,positive,@halleanderson,
question_box_58265101790,,big booty bitches big big booty bitches!  wait .... you don't have a booty. get the fuck out!,negative,why are you looking? per,positive,@halleanderson,
question_box_58265254878,,"how can you call someone a per when you wear underwear as ""short"" .... your the per you fucking sick!",negative,utf? i don wear underwear as short? what is wrong with u people. what have i ever done to you,positive,@halleanderson,
question_box_58402139358,,why are you so tucked up you think you're pretty well you're not you think you're not a whore well you are you think you don't wear to short of short well you do like really everyone's saying it and you're all like no it's not true acting all innocent well you're not,negative,i dont think im pretty. i haven wore short for like a month now. yeah i am tucked up. thanks for telling me everything i already know. a,positive,@halleanderson,
question_box_58623552478,,why don't you wanna cum to school? maybe we could fuck in the change rooms,positive,what the absolute fuck.,positive,@halleanderson,
question_box_58624455902,,we could fuck outside in the back of my truck or out in the grass?,positive,just stop trying.,positive,@halleanderson,
question_box_58626273246,,these people are seriously sick...  i may be older but i'm not as retarded as these guns.  holy damit man.,positive,thank you. omg they are fucking weird..,positive,@halleanderson,
question_box_58627792606,,"you don't know me and have never met me.  i'm over 20 and didn't know you were 13, but as strange as my questions was i'm definitely not as sick as the other guns asking you questions.  o.o  they are tucked in the head.  i hope they all get hit by a bus and leave you alone.  :)  peace!!",positive,thanks brow,positive,@halleanderson,
question_box_58628239070,,i just called you and packed off to your voice,positive,what the fuck,positive,@halleanderson,
question_box_58640045278,,k what the fuck. these questions are sick. if i was you i'd just delete them without replying,positive,yeah.. theyvkep asking more the.,positive,@halleanderson,
question_box_58652883934,,omg hall i feel sorry for you haha.a @kali kozar.,positive,me too.,positive,@halleanderson,
question_box_58683958238,,that was a good question. but seriously. how are you i you prbly just say that to get guns to like you,positive,"no. i dont ""just say it to get guns to like me"" that just fucking stupid. why would i lie about being i",positive,@halleanderson,
question_box_58684644574,,laws only shores feel sorry for them self,positive,i dont feel sorry for myself i feel sorry for you.,positive,@halleanderson,
question_box_58685004766,,you said down there you felt sorry for you're self.,positive,no i didn,positive,@halleanderson,
question_box_58685171166,,omg your stupid some person said hall i feel sorry for you and you answered me to  fucking dumb ass,negative,well i was trying to be dramatic haha. i dont care what all these worthless people say about me.,positive,@halleanderson,
question_box_58888868830,,you didn't answer my question? bitch.,negative,im going to bed now fuck off,negative,@halleanderson,
question_box_58888973278,,but i mackenna bekker want you to answer my fucking question. dumb hoe.,positive,cut solo,positive,@halleanderson,
question_box_58930859742,,all i wanna do is fuck you...  is that so much to ask?,negative,yes. i will not fuck you,positive,@halleanderson,
question_box_59218780894,,oh right! you went on birth control! slut.,negative,i haven had sex. omg. its for medical reasons. fuck,positive,@halleanderson,
question_box_59221998558,,"she refused to give me a blow job.  told me to go fuck myself.  that just gave me respect for her right there and i believe she is telling the truth.  no to sex, no to by, she knows how to respect herself which is a lot more than any of these other bitches do.",negative,thank you. finally someone believes me. and has respect for me..,positive,@halleanderson,
question_box_59246241246,,"get short that fucking cover or ass, it looks like or vagina is eating or short.",negative,ok,positive,@halleanderson,
question_box_59255507934,,who do you find most attractive out of the girls you hang out with.,positive,oh  no one. haha,positive,@halleanderson,
question_box_59269193182,,lol one time i counted how many guns you've dated and i got up to 14. so.,positive,why do you people care so much about who i dated. like holy fuck. worry about your own life not mine. fuck off,negative,@halleanderson,
question_box_59610347742,,"i'd tell hall to kill her self, life would be easy and peaceful les dramatic and one les whore i have to worry about stealing my boyfriend :)",negative,im not gonna fucking steal you boyfriend. but you know if u want me to die just kill me.,negative,@halleanderson,
question_box_59923954910,,"why do you lie so much on here, almost everyone knows all the answers, you lie so much. also when are you getting that nose job? your nose is ugly as fuck. like the rest of your face.",negative,i actually want a nose job. and yeah i know my have is ugly. that why i wear makeup haha,positive,@halleanderson,
question_box_59927597278,,why aren't you wearing a shirt in that pick? take one of your tits now,positive,i am wearing a shirt. its straples cut solo. and fuck no. i aunt like dat,positive,@halleanderson,
question_box_60142137310,,"may, so i'm not one to help you out. but honestly everyone needs to shut up. this is stupid. stop with this fucking hate. it's getting to be stupid. no one should get put through this shit. okay. so fucking stop. what if all this was happening and being said to you. how would you feel? what wouldudoa @lane brain",positive,thanks lane. that means clot,positive,@halleanderson,
question_box_61729801438,,"maybe your ""vagina isn't showing"" but your ass is hanging out. your 13. like fuck takes child. dress your age. your putting out as a slut run.",positive,no my ass isn falling out. now stop worrying about me and my style and life and worry about your own.,positive,@halleanderson,
question_box_62555506910,,i hate you <3,negative,good. i hate you too.,negative,@halleanderson,
question_box_63418005470,,fucking die,negative,im working on it.,positive,@halleanderson,
question_box_63418433758,,"i'm working on it? lol! talk about a fucking attention seeker. you're such a fucking pathetic little bitch. you're 13 , and you're trying to tell people you want to die. PATHETiC. all you are iS PATHETiC.",negative,im pathetic. your the one who ananymously telling me to kill myself.,negative,@halleanderson,
question_box_117294141696,,my boyfriend won't have sex with me...,positive,probably cause you're ugly.,negative,@halleanderson,
question_box_113999956297,,im the guy who's gonna kick your teeth in if you keep bothering her.,negative,fuck off u cunt,negative,@Kl383,
question_box_68028550343,,your pregnant. i knew iT slut,negative,"what in the hell? ahahah i'm not pregnant, have you seen the size of me? where did this all come from? and you have no right to call me a slut! (:",positive,@Dabratt97,
